id,description,nb
"1358","J   ai loué un appt à paris, cette appart la peinture etait de sal à cause d un voisin qui a eu un accident d eau chez lui, assarance a payé mn propriètaire mais il a jamain  fait le traveaux, lor notre demenagement le propriètaire nous demande de payer  se traveaux qui a fait dans l  appt  lorque ce monsieur l argent de l assurance et il nous reclame de loyé q on a daja payé. on a fourni tts de preuves à la justice mais en vain, on veux faire l appel donc on a besoin d un avocat","1"
"1359","Divorcé depuis 5 ans, j ai la garde alternée de mes 2 enfants (6 et 11 ans) depuis tout ce temps et souhaite la garder (à défaut récupérer la garde totale). Domicilié aux environs d Arpajon mes enfants sont scolarisés proches de chez moi, contrairement à la maman qui a décidé il y a 5 ans d aller vivre à 25 kms.
Aujourd hui, la maman remet en cause la garde alternée et va lancer une procédure pour demander la garde totale avec changement de lieu de scolarité.
","2"
"1361","Bonjour, nous sommes un centre de remise en forme à Nemours, situé dans une zone industrielle et nous avons un souci de voisinage, une personne dans la zone industrielle qui déposent des plaintes constamment au commissariat, La maire de nemours a nommé l agence régionale de la santé qui a constaté qu il n y avait pas de nuisance. Nous sommes convoqué au juge de proximité le 25 mars, nous recherchons un avocat pour nous défendre. ","2"
"1363","Divorce par consentement mutuel.
2 enfants à la charge de la mère.","1"
"1364","bjr, 
Les parents de ma petite fille sont séparés depuis un an, aucune procédure à été engagé pour les droits de garde et de visite. mon fils est en déssacord avec moi  sur ce point il ne veut pas payer de pension alimentaire, il fait les courses pourt sa fille chaque début  de mois; mais il me m apporte plus ma petite fille car il voudrait retourner vivre chez moi mais moi je ne veut pas.
la maman est partie par le samu sociale elle vit dans un hotel avec ma petite fille et elle est très contente que je ne voie plus Maéva. JE VOUDRAIS SAVOIR CE QUE JE POURRAIS FAIRE POUR PASSER DU TEMPS AVEC ELLE ; je suis désespérée je l ai vue naitre je l aime que puis-je faire dirigé moi merci par avance cordialement","2"
"1365","Procédure devant le JEX, contestation pension alimentaire","3"
"1366","angerville / fonctionnaire

Litige avec mon constructeur:
Date de livraison au 22/05/2013 à ce jour, toujours pas de réception.
Avenants postérieurs à la signatures du contrat ( étude de sol et frais engendrés)
Double facturations de matériaux.
Mise en demeure par expert en construction.","2"
"1367","je suis domicilié a st yon dans le 91 je suis agent de securite incendie sur paris, j ai eu un accident de voiture sous l emprise de l alcool heurtant une voiture en face ce qui a entrainé un accident corporel pour la personne qui se trouvait dans le vehicule d en face. elle a eu une incapacité de travail n excedant pas 3 mois et je suis donc convoqué le 12 juin 2014 devant un juge unique pour conduite en etat d ivresse puis blessure involontaire.","3"
"1368","Le credit foncier me propose un taux fixe plus élever de ce que la somme que je leur ai emprunté  et cela fait sept que je paie. Le capital restant du ne correspond pas.","1"
"1369","J HABITE DEPUIS  1995   DANS UN T1  HLM GERE PAR L OPAC  RUE DE CAMBRAI  75019 PARIS . DES TRAVAUX  ENGAGES  EN 2013  PAR L OPAC  AYANT  ENTRAINE DES NUISANCES  MULTIPLES ET UNE INONDATION . J AI DEMANDE  UN CHANGEMENT DE LOGEMENT . REFUS  NET DE L OPAC ET MENACES D  EXPULSION POUR  POURSUIVRE LES TRAVAUX  A L INTERIEUR DE L APPARTEMENT ","1"
"1370","Bonjour,
j ai besoin d un avocat.
Merci","3"
"1379","Enseignante, résidant à Buc, 78530

Je souhaite modifier mon prénom sur mon état civil.","2"
"1380","Romainville,chauffeur-routier,usurpation d identité","3"
"1381","Bonjour,
Ma tante est décédée en janvier 2005 et le notaire a fait appel à un cabinet de généalogie. J a appris la semaine dernière que ce cabinet avait perçu le règlement de cette succession en octobre 2012 sans m en avertir et me réglé ce qui m était du.. J ai appelé et envoyé un recommandé et pour le moment je n ai pas de réponse.
je souhaiterais savoir combien me couterait une procédure contre ce cabinet de généalogie.
Cordialement



","1"
"1383","Bonjour,

Mon fils passe en jugement le 6 mai 2014 au tribunal de Melun.
Son beau père qui ne pouvait pas être gérant de sa ste (interdit banque) a demandé à mon fils de devenir gérant à sa place. Mon fils a signé un e caution solidaire pour deux véhicule de ste qu il n a jamais conduit. en 2008 son beau père l a licencié pour reprendre sa ste. en 2010 celui-ci a liquider cette société. il n a pas rendu les véhicules à la diac et il s est enfuit avec le véhicule au Portugal. Aujourd hui, Grégory doit payer à la diac 12 000 € pour un véhicule qu il n a jamais eu. Il a porté plainte pour vol et c est toujours en instance. Mon fils touche le smic et nous recherchons un avocat qu il pourrait le défendre ce jour là. 
Quels seront vos honoraires ?
merci","3"
"1384","supprimé la pension alimentaire à mon fils (né le 11/01/1990) et arrêter le prélèvement direct sur mon salaire .","3"
"1385","lieu de résidence Vincennes, avocat acceptant l AJ","2"
"1387","Bonjour 
je suis mariée sous le regime de la séparation 
j ai deux enfants  de 10 et 17 ans 
et je souhaite divorcer
Je voudrais connaitre le prix 


","3"
"1389"," CHATOU 78400 /CHARGE D’AFFAIRE DESIGN CENTRE DE RECHERCHE RENAULT GUYANCOURT.
Procédure de divorce à engager, et quitté le domicile conjugale depuis le 1 novembre 2013 (main courante déposé au commissariat début novembre)
Tous les crédits sont soldés, mais situation de blocage de ma femme qui n’es plus d’accord pour un divorce à l’amiable, elle me réclame  de l’argent (environ 8000 € suite au fonctionnement du compte courant).
Donc je suis un peu perdu sur les démarches à réaliser et sur mes droits.
Cordialement","3"
"1372","Bonjour, Retraités, rue du Dr Blanche 75016 Paris .Locataires depuis 2001 d un pavillon dans le 94 à 3.500 €/mois pendant 11 ans, nous nous sommes plaints dès la 1er année de malfaçons importantes pour lesquelles l agence et la propriétaire promettait d intervenir sans jamais rien faire.nous avons pris un avocat qui a obtenu une expertise puis un dédommagement de 50.000€ et une obligation de travaux importants par le propriétaire pour environ la même somme .nous étions alors en 2009 et le dédommagement paraissait bien faible a côté des désagréments supportés: étanchéité .Chauffage électrique  et tableau électrique à refaire ,pas de terre,problèmes de plomberie, infiltrations le long d une verrière inclinée sur deux niveaux provoquant  moisissures et odeurs insoutenables. Porte d entrée fléchée bas et haut .aucune sécurité par le portail sur rue très lourd et non fonctionn studio de gardien inutilisable , gorgé d eau . Studio qui  au départ, s était avéré indispensable pour l aide à deux personnes âgées au foyer:-mon époux 82ans en 2011( coloscopie, Crohn,  et cancer de la prostate avec métastase au bassin et à certaines côtes .....
   - ma mère , morte sur les lieux en 2003 et atteinte d un lymphome à la tête
 Notre avocat nous a abandonné à la suite d une  1ere naissance dans son foyer d une enfant fortement handicapée.  La Propriétaire  a  fait une demande d expulsion, car nous avions retenu 29000 euros sur nos loyers pour souffrance abusive dans les lieux .Malgré mon refus officiel de faire appel , notre Avoué nous a fortement encouragée de la laisser reprendre l Appel et notre défense dans ce  dossier  .Nous avons perdu en mars 2011 et avons quitté les lieux début Août 2011 sans qu aucun travaux n aient jamais été faits et comment auraient-ils pû l être avec des occupants,. l Arrêt reste à mon avis incomplet mais nous en serions restés là si je n avais reçu le 12 fevier 2014 une signification adverse me donnant deux mois pour former 
P","1"
"1373","Bonjour je suis en divorce depuis 2 ans mon mari a obtenu la garde de notre fille a la demande de celle ci (elle m a dit qu avec lui il ne serait jamais la et qu il ne s occuperai pas d elle et que donc personne ne la ferais \""chier\"") elle a eu 18 ans en octobre dernier et n a vécu avec son père que 3 mois qui ne sont même pas consécutif . Et durant tout ce temps j ai subvenu seule au besoin de ma fille car son père refusait même de lui donner 1 € ! je veux faire appel et démontrer que mon mari a largement les moyens  de subvenir au besoin de notre fille car non seulement il touche 1200€ de chômage mais il travail au black pour mon gendre (qui posséde une auto entreprise plombier chauffagiste )qui lui paie 150€ la journée (il travail pratiquement tout les jours pour lui ) de plus mon mari soutiens qu il vit seul dans son appartement alors qu il vit chez a petite amie ... bref j ai besoin de toute urgence d un avocat qui accepte l aide juridictionnel gratuite (je suis en invalidité et ne touche que 555,86 € par mois ) . en autre chose j ai aussi besoin d un avocat pour la plainte que j ai déposé contre mon mari le 26 décembre 2011 et qui est loin d’être fini puisque nous devon revoir le juge le 14 novembre 2014 pour statuer sur l affaire . les faits : j ai vécu 18 ans avec mon mari homme violent qui usait de ces poings j ai fais 2 avc due au coups répété  et le 25 décembre 2011 il m a envoyé a l’hôpital le nez cassé un traumatisme crânien et de multiples contusions (tout cela devant 1 de mes  filles d une précédente union  ).bref la juge m a conseillé vivement de prendre rapidement un avocat afin de me défendre et obtenir enfin des réparations. 
J ai donc rapidement besoin d aide puisque je n ai que 15 jours pour faire appel ! j ai souffert 18 ans avec cet homme et il continu a pourrir ma vie avec ses manipulations et ses mensonges   . j’espère que quelqu un parmi vous aura suffisamment de cœur pour comprendre ma détresse et pour m aider afin de retrouver un peu ","1"
"1376","Bonsoir,

Nous avons acheté un appartement en VEFA. Nous avons réceptionné notre appartement le 5 décembre 2013. Dans le délai de 1 mois, nous avons envoyé nos réserves sur notre appartement (près de 100 réserves : de problèmes mineurs à des problèmes de planéité de plafond, etc...).
Actuellement, nous subissons des troubles de jouissance de notre appartement suite à des interventions extrements longues (ex : 5 semaines pour peindre 30 m²), suite à des pb de chaufferie où durant 1 mois nous n avons eu que de l eau chaude qu un jour sur 3, etc.... De plus, notre promoteur a confirmé son incapacité à lever certaines réserves. Nous attendons donc un support à fin de faire exécuter au plus vite l ensemble des réserves et réclamer des dommages & intérêts pour trouble de jouissance et pour les réserves qui ne seront pas levées.
Dans l attente de votre retour.","3"
"1390","Bonjour,j habite sevran(93),j ai besoin d un avocat pour ma procédure de divorce,qui sera à l amiable sur des points communs déjà vu avec mon mari,et par contre lui il bénéficie déjà de son avocat suite à sa situation et à une demande d aide juridictionnelle;donc voila je souhaite savoir si sa peut être rapide la tendance fait paraitre et son cout?Merci","3"
"1391","Bonjour je me appel adem 04/01/1991 né en TURQUIE depuis 04/11/2007 jai reside en france je me suis venir avec un passeport special mais quand jai etais 18ans cette passeport expirime je me inscription dans un college departement 77 a cause de financier je me suis arrete ecole la en momment jai pas de papier je cherche un solution pour reste en france es que vous peux me trouve un solution merci cordialment","2"
"1392","Je suis décoratrice de spectacle à Paris , je vis à Bolivar dans le 19 eme  avec ma fille de 7 ans en garde alternée avec son père qui est au chômage à l âge de 40 ans . J ai une opportunité professionnelle dans le sud de la France d ou je suis native ! Vu la précarité grandissante de mon statut cette reprise d atelier d ameublement à Sète est une aubaine! Je souhaite partir y vivre avec ma fille qu elles sont mes chances d avoir le domicile \""exclusif\"" ? ","3"
"1393","Bonjour
Je cherche un avocat spécialisé dans la transmission d entreprise. Mon associé partant à la retraite souhaite me transmettre ses parts et je voudrais savoir quelles sont les différentes options et connaitre la fiscalité la plus avantageuse.
","3"
"1394","Je fais construire une maison et je rencontre des problèmes de mal façon et de pénalité de retard que le constructeur ne veut pas me payer","1"
"1396","recherchons un avocat pour un divorce à l amiable avec un bien immobilier qui va passer en indivision. Enfants, prestation, pension...tout est à l amiable et déjà fixé en commun accord. Nous cherchons évidemment un tarif forfaitaire au regard de notre dossier et dans les tarifs des plus raisonnables. C est le prix qui déterminera notre choix.","4"
"1399","Bonjour, 
je souhaite avoir des conseils pour une création d entreprise et connaître le tarif d un rv auprès d un avocat spécialisé.
Cordialement,

","3"
"1395","Bonjour,
Lieu de résidence : Hébergé  rue de la libération 78120 SONCHAMP.
Profession : Rédacteur à la direction générale des finances publiques 


Un appartement acheté avec mon ex conjointe. Séparé depuis mai 2010, elle a cessé de payer sa part d emprunt à compter du moi d avril 2013. La caisse d épargne a prononcé la déchéance et a demandé à la société de caution de payer car elle ne prend pas d hypothèque. Cette société m assigne ce jour au TGI de Paris pour que je paie la totalité. Si j étais solidairement responsable auprès de la caisse d épargne, le suis je toujours auprès de la société de caution ??
Ai je le droit de demander que la dette soit scindée en deux et que les dommages et intérêts soit mis à sa charge dés lors que j ai continué à verser sur mon compte ma part d emprunt ce qui n est pas le cas de mon ex conjointe mais la caisse d épargne a cessé de prélever ces sommes.
J ai fait une mise en demeure à mon ex conjointe puis une requête en injonction de payer qui n a pas été traité par le TI des Andelys parce qu il y a un an de retard.
J ai tous mes décomptes bancaires prouvant que je suis le seul à avoir continuer à verser après avril 2013. J ai une copie du courrier adressée à la directrice d agence de la caisse d épargne lui donnant ma nouvelle adresse. Mon ex conjointe n a informé personne de son déménagement car les courriers arrivaient toujours à l adresse de notre appartement. 
Je suis désormais hébergé. Je n ai plus de meubles qui ont été vendu car elle ne payait pas non plus ses charges estimant qu elle n était pas redevable de la moitié car j avais deux enfants et elle non donc elle devait payer qu un quart. Elle a oublié que mes enfants mineurs n étaient nullement propriétaire et que quoi qu il en soit le seul calcul plausible serait à faire sur les charges récupérables le reste étant du par les propriétaires exclusivement.
Avez vous un avocat qui ","2"
"1398","ERMONT
Notre fils va bientot aller dans une famille d accueil.
Après avoir était placé dans un foyer à Cergy du vendredi 3 janvier 2014
au mardi 8 janvier, il s est retrouvé à l hopital de Pontoise (préférant). Ensuite 
je (sa maman) l ai vu rapidement le14 janvier au tribunal de Pontoise. La juge a décidé un placement jusqu en décembre 2014. On ne l a pas revu pendant 7 semaines jusqu à qu il fugue pour venir chez nous le vendredi 21 février jusqu au dimanche 23 février 2014. Ensuite la police l a raccompagné à l hopital (suite à notre coup de téléphone à l hopital). Depuis le vendredi 28 février, nous le voyons 1 heure en présence d une infirmière et d un médecin.
Nous sommes tous triste. Nous aimerions bien nous retrouver tous ensemble.
Nous avons fait appel et avons reçu la lettre de Versailles mais encore de date.
Merci pour votre aide.","2"
"1401","77700 bailly romainvilliers transporteur, litige avec peugeot france.
vice cacher sur moteur neuf avec rapport d expert 100 favorable.","1"
"1402","Bonjour
Je suis résident espagnol français
Et je subis depuis 3 mois un acharnement de diffamation sur le site lesarnaques.com, j ai déposé une plainte au TGI de Paris et je cherche un avocat .
J ai une petite entreprise et je travaille seul
Je ne dispose pas de gros moyen 
Merci de me faire une proposition
Cordialement ","2"
"1403","Bonjour, 
Je suis consultante indépendante sur Paris, pour obtenir un visa de travail à l étranger je dois faire certifier un document décrivant mon activité d indépendante par un avocat. Ce document est rédigé en anglais, c est un descriptif de mes activités de conseil avec des références d agences avec lesquelles je travaille. J ai bien entendu par ailleurs un KBIS récent et des preuves de mon activité de type taxes et ventes. merci de votre aide. 
FR","3"
"1404","Je réside à Montmorency, je suis au chomage, suite au départ de ma concubine j eleve mes 3 enfants seul. Nous avons fait des documents expliquant le déroulement de la garde des enfants et j aimerais officialiser et demander la garde exclusive soit en mediation soit devant le JAF. A savoir que la mère des enfants se desinterresse totalement d eux et prefere ses conquetes à eux.","3"
"1405","bonsoir  je voulais prendre contact avec un avocat specialisée pour defendre les personnes victime d usurpation d identite  merci de votre aide tres urgent   l affaire concerne cannes la bocca
","3"
"1407","bonsoir, je suis en congé parentale, j habite au pecq  dans le 78230, je veux me séparer de mon mari la situation devient invivable mes enfants ne supporte plus cette situation je doit vous voir absolument demain matin pour commencer la procédure de divorce car ce weekend je dpoit visiter un appartement pour partir d ici, mais mon mari veux jouer l abandon des enfants et adultère alors qui en ai rien.","2"
"1410","Adoption enfant conjoint, âgé de 7 mois
Enfant sans père (conçu par Procréation médicalement assistée, don anonyme)
Couple de femmes.
","3"
"1411","j ai une dette de charge de copropriete assez elevée et suis menacé de voir mon appartement mis en vente au enchere , besoin d un avocat de toute urgence","2"
"1412","j habite a conflans st honorine,je suis peintre interieur,cela fais 2 ans que j habite une chambre gratuite dans une structure(assossiation), cette association m as fais travailler par leur volonter gratuitement,ceci n es as formuler dans le contrat,de plus il m est  arriver deux  accidents grave,aujourd hui ils ont compris mes demarches, alors ils ont choisi de me viré de me chambre, je voudrai savoir quel demarche à faire, merci  d avance, veuillez recevoir monsieur tous mes salutation les plus distinguee. ","1"
"1413","sortir de l indivision  car un heritier fait le mort","3"
"1414","je recherche un avocat pour pouvoir récupérer la garde de mon enfant s il vous plait aider une maman qui en n a vraiment besoin","2"
"1415","Adresse : rue de Billancourt, 92100 Boulogne Billancourt
Profession : cadre RATP
Situation : 1 enfant à charge (16 ans)
Objet : épouse qui a quitté le domicile conjugual (plusieurs mails qui attestent). 
Lancement d une procédure de divorce (un bien immobilier Scellier en cours ).","3"
"1416","Bonjour, j ai eu un enfant le 10/07/2012 avec une femme avec qui je suis maintenant pacsé et nous vivons ensemble. Elle a une fille de 7 ans qu elle élevait seule avant notre rencontre, le père ne l ayant jamais reconnu. Il vient de la reconnaître en mairie et demande un droit de garde partagé, ma compagne y est catégoriquement opposée et est prête à aller justice pour qu il n ait aucun droit sur sa fille.","3"
"1418","Conflans-Sainte-Honorine
retraitée
Location en meublé vétusté et non conformité de diverses installations électriques
procédure en référé en vue d obtenir un jugement rapide et exécutoire, exécution forcée dès son prononcé par le juge.","3"
"1419","je suis marièe depuis 2 ans au sengal,mon mari m a ramenè ici en france et ne voulait pas que je travaille ou que j ètudie kan j ai dècider de le faire il m a jetter hors de chez parents par ce qu on vivait laba avec une grosesse d un mois.depuis l hors je me suis dèbrouiller toute seule avec l enfant,il lui donne ni une pension alimentaire ni rien.j l ai apeler dernierment pour lui demander le divorcer mais il a cathègoriquement refusè.c est pour cela je fais appel a vous pour obtenir les droits de mon fils et avoir ma libertè.je suis hèbergè chez mr seck cire rue nicephore niepce 93420 villepinte.merci d avance","3"
"1422","je suis retraitée et mariée sous le régime de la séparation de biens, je n ai
pas d enfant.","3"
"1423","Bonjour 
Je suis divorcée depuis 8 ans, j aie un garcon de bientot 12ans, celui ci ne veux aller chez son pére , ou plus précisément veux espacer ces visites ,car son pere travaille non stop meme le samedi dimanche , et n as pas de temps pour mon fils enzo mon fils veux revoir le juge pour lui demander de changer ces visites , et laisser son pére s organiser pour lui reserver du temps pour lui !!! tout seul il ne veux pls passer ses week end a l attendre pour juste partager un repas !!! .Que  dois-je faire exactement ? ont m as conseiller de prendre un avocats pour representer mon fils.
Mon fils veux que le juge l ecoute , comment je dois proceder????merci de me répondre .","2"
"1424","bonjour, 
ce mail car j  ai des pb d humidité dans mon logement, le propriétaire a été contacté depuis plus de 4 mois qui a mandaté un technicien pour évaluer le taux d humidité.
celui-ci est donc passé mais jamais aucun travaux n  a été fait.
depuis le 27/03 j  ai une fuite d eau partant du bas de ma baignoire mais qui vient de la sortie d eau à savoir que dès que j ouvre la sortie d eau j  ai ma salle de bain qui s inonde et ma voisine du bas aussi.
le bailleur est passé constaté mais ne trouve pas cela grave et donc n  est pas pressé de faire les travaux.
je voudrais savoir ce que je peux faire car j  ai 3 enfants en bas ages, une machine à lavé qui baigne dans l eau et qui peut provoquer des electro choc, 2 de mes enfants sont maintenant asthmatique depuis mon entré dans le logement.
le meuble de la salle de bain  abîmé les murs sont noir de moisissure mais aussi les vêtements dans les chambres etc.
merci de me contacter afin de m aider svp.","3"
"1425","bonjour, j habite à dugny (93) cela fait 3 ans que mon voisin du dessus nous mène la vie dure ( problème isolation du sol, carrelage, des nuisances sonores)
on a même fait une pétition à l étage. je bénéficie d une protection juridique qui à envoyé l affaire auprès d  un avocat. je suis sans nouvelles depuis. 
j aimerai si possible en changer. 
","1"
"1428","Nous sommes une société de conseil aux entreprises situé à Paris.
Nous avons effectué une mission pour le compte d un client basé à Luxembourg. La mission s est conclue avec succès mais notre facture reste impayée, malgré de multiples relances, dont une par courrier AR, qui restent sans aucun effet.
Nous envisageons donc une action.
Le Tribunal de Commerce de Nanterre est compétent selon le contrat conclu avec ce client.","3"
"1430","Bonjour
Nous avons été condamnés à payer un solde de crédit (ex-mari et moi) à la somme de 40.000 € + intérêts et art. 700 + dépends.
L avocat en première instance avait fait valoir les nombreuses fautes du crédit agricole tant sur le manque d échéancier à la révision que sur les cautions invalides.
Nous voudrions faire appel. Quel serait le montant des honoraires et les conditions de paiement svp
Cordialement
","3"
"1432","TRES URGENT . Procédure en cours au TGI de Bobigny. Expertise judiciaire en cours. Avocat non spécialisé saisi en 2012 pour assignation en referé. Nécessité de demander une extension de la mission de l expert judiciaire (nouveaux désordres et faits nouveaux comme l absence des attestations d assurance RCD et le non paiement intégral de la prime DO par le promoteur.
Le Syndicat des copropriétaires souhaiterait avoir un conseil spécialisé, face aux avocats notamment de l assureur DO (M° Chetivaux) et de l assureur de l architecte (M° Megherbi)
Merci de me contacter.
 Syndic bénévole de la copropriété","3"
"1434","Suite a un surendettement la banque veut vendre notre maison. On voudrait trouver un arrangement pour éviter la mise en vente et continuer le crédit en cours.","2"
"1435","Bonjour, 

Je demande le divorce pour préjudice morale. J habite à noisy le grand.
Je travaille actuellement en tant que technicienne.
Nous n avons pas d enfant ensemble.
Je souhaite rester dans l  appartement (location)


","3"
"1436","en arrêt de maladie du 12/ 12/12 au 31/12/2013 et en incapacité au métiers
par le médecin du rsi depuis le 1/01/14 j ai des difficulté avec un contrat prévoyence cic pour faire valoir mes droit","1"
"1437","Provins. La date butoire de la vente était le 31mars, depuis aucune nouvelle. Le notaire de l acquéreur dit qu il attend les docs. De mon notaire, mon notaire dit attendre que le notaire de l.acquereur l informe d avoir le pret ... ","3"
"1438","chez ma soeur aux pavillons sous bois je suis aide comptable. J ai signé un compromis de vente pour mon appartement situé à SEVRAN le 06/11/2013, normalement j aurais du signé devant le notaire le 06/02/2014, l agence immobilière a insisté pour que je laisse le futur acheteur prendre possession de mon appartement me disant que si je refusais, mon appartement ne serait pas vendu. J ai accepté à titre exceptionnel, et j ai fais un contrat précaire de location jusqu au 31/03/2014, le futur acheteur n a pas payé les mois de février 2014 et mars 2014, aucune date de signature chez le notaire n a été arrété car l acheteur n a pas eu son crédit. Celui ci à verser 5000,00 € à l agence immobilière et il m a dit qu il partirait et me paierait les 2 mois qu il me doit lorsque l agence immobilière lui rendra ses 5000,00 €. Au niveau de l agence immobilière, ils ne font rien régler le problème ","2"
"1440","Je suis propriétaire d un appartement pour lequel j ai signé une promesse de vente le 05/12/2013. Le futur acquereur n a pas justifié de refus de prets et n a pas signé la vente, qui était prévue le 31 mars 2014.  Il dit par téléphone qu il n a pas eu ses prets. Je souhaite recouvrer l indemnité d immobilisation qui m est due, soit 19 600€, (9 800€ sont séquestrés chez le notaire) et être libérée pour pouvoir à nouveau mettre mon appartement en vente.","3"
"1441","Je cherche un avocat pour mener un litige avec mon ancienne la STE GENERALE de Cergy Pontoise.
Je réside actuellement à Montpellier, mon litige remonte à 2006 et à ce jour j ai constitué pleinement mon dossier pour aller  devant un tribunal et demandé réparation.
Je vous remercie par avance si mon affaire vous interrèsse.
Bien cordialement","3"
"1442","bonsoir j ai besoin d un avocat en urgence pour me représenter au tribunal de grande instance de saint-denis car sa fait un mois que j en cherche un j ai besoin qu il me représente pour un problème d impayer de loyer et de documents manquants s il vous plait pouvez vous m aidez ","2"
"1445","Bonjour,
j ai besoin d un avocat pour rédiger une assignation pour expulsion à l encontre d un locataire ne payant plus son loyer d un bien que je possède.
Malgré plusieurs relances et un commandement de payer, je n ai pas obtenu gain de cause.
Le bien se trouve sur la commune de Malakoff (92).
Merci","3"
"1452","Bonjour,
Nous recherchons un avocat spécialisé en construction, suite à un contentieux entre plusieurs parties (les vendeurs du bien et le constructeur de la maison \""GEOXIA\""). Nous subissons plusieurs infiltrations aux sous sols, sous différentes dont capillaires (photos à l appui)
Je reste à votre disposition pour d autres renseignements.
Merci de me faire part de vos références.
","3"
"1453","bonjour,

j ahabite dans le 95je viens de vendre mon véhicule à 26600 euros l acheteur à fait opposition au chèque de banque et ne m  a pas restitué le vehicule que dois je faire?

cordialement","3"
"1454","Je veux mettre en demeure mon voisin pour qu il taille la haie qui obstrue la chemin d accés à ma maison et à celle de mon voisin. Le passage est étroit, la haie empiète de 70cm, et des demandes répétées sont restées sans réponse ","2"
"1455","Habite a clichy la garenne 92. Secretaire medicale.
assignee en justice pour avoir refuse des offres de logement ne repondant pas a mes attentes. La sem 92 demande la resiliation du bail et  mon expulsion. 20 ans dans le logement.
merci d avance pour votre reponse.","2"
"1456","J ai un amie coincer à l aéroport d Orly ils disent que son passeport es faux alor au il a voyager plusieurs fois,il bien de saint Domingue avec la résidence espagnol","1"
"1458","Mon ex me harcèle. Après avoir tenté de me faire chanter avec une vidéo de nos ébats filmée à mon insu, il a continué en m insultant par téléphone et par mail et en harcelant l ainée de mes 2 filles aussi. Malgré deux mains courantes au commissariat, il continue. Il me réclame 800 euros qu il ne m aurait pas réclamé si je ne l avais pas quitté et m a dit qu il me détruirait. Il est professeur dans un lycée et aime l alcool, le cannabis et la cocaïne. 
Merci","3"
"1459","Je vie dans le 93 a livry gargan  avec mes deux enfants de 6 a 2 ans depuis le 22fevrier parce que leur mère ne les ai pas repris après plusieurs mains courante et une plainte au tribunale de Pontoise parçe que sais a villiers le bel que est fixé la,maison principal des enfants  toujour j attend une réponse de la part du tribunal qui me demande de prendre un avocat si je veux une réponse sur 15 jour je n ai pas d avocat et je suis très limité en sous comprenai moi je travail dans la sécurité ","1"
"1460","Meudon, sans emploi. 
Sujet: Immigration en France. 
Information: Pacs conclu avec un français Juin 2013. En français avec un visa visiteur validant un titre de séjour. Je voudrais d avoir un visa pour rester en France (étudier/travailler) sans d’être oblige de se marier ou de rentrer en Australie pour faire un demande de visa. ","1"
"1462","Bonjour,j habite Saint Maur, je suis à la retraite, j ai quitté mon mari fin juillet 2013 pour cause d alcoolisme. Je loue un studio alors que mon mari est resté dans la maison que nous avons achetée et ne veut pas en bouger. J aimerais faire une action pour que cette maison soit vendue et que je puisse m acheter un petit logement.Je vous remercie de bien vouloir me répondre.Bien cordialementC. Pernin","1"
"1463","probleme de credit bancaire","3"
"1464","\\\""Tentative d escroquerie et recel de chèque falsifiés\\\"" faits commis en 2010 et ma convocation est le 10 mai 2014 à 10h30.","3"
"1472","J habite a seugy ds le 95 je suis aide soignante et je suis harceler par une ash a mon travail","3"
"1473","pour une succession<br />","1"
"1474","Pb remboursement de dette","1"
"1477","Bonjour.<br />j étais victime d agression physique et plus?<br />par le gérant et le responsable avec preuve?","3"
"1478","Recherche un AVOCAT HUMAIN ET TRES PROFESSIONNEL POUR ACHATS DE LOCAUX, BOX, APPARTEMENTS, MAISONS et plus si affinité<br /><br />Mantaise du VAL FOURE depuis 39 ans éducatrice spécialisée en PREVENTION sur la commune DES MUREAUX <br /><br />","1"
"1479","Bonjour je reside a Nogent sur marne depuis 1 an 1/2 et suis retraité<br />J ai quitté ma location sur paris 20 eme et ma propriétaire refuse de me fournir les justificatifs des travaux qu elle aurait effectue lors de mon depart<br />Elle a donc garde ma caution de 2500 euros malgré toutes mes relances à réclamer ces justifs<br />Merci de votre aide<br /> ","2"
"1480","bonjour je suis agent sncf j habite sur Lille (59800) depuis septembre 2013 nous residons dans un nouvel appartement finit d etre construit au 01/08/2013 nous sommes les premiers occupants. nous sommes au 1ere etage j ai donc une voisine en dessous au dessus et sur le cote droit. nous entendons absolument tout les bruits :  de pas, de porte, j entends meme une maman rouspetant sur son enfant et cela commence a me gacher la vie ainsi qu a mon ami et ma fille se reveille parfois en surssaut. ais je droit a un recours car je pense qu avec une dalle en beton de 30cm qui separt sol et plafond c peu,  les gens je ne peux pas les empecher de vivre je me suis deja prise le bec avec ma voisine du dessus mais celle ci va apparement deja démenager et nous allons avoir une famille car c est un t3 du coup cela me fait peur je n ai pas la possibilite de demenager pour l instant mais nerveusement je ne tiens plus ou en tous cas plus pour tres longtemps. merci de me repondre je vous souhaite une bonne journee","1"
"1481","sépare  depuis 4 ans  ayant 2 enfants de 17 et 14 ans nous souhaitons divorce par consentement mutuel nous n avons aucun crédit en commun ni immobilier la garde des enfants en accord avec le père actuellement et chez la mère nous souhaitons avoir un devis du prix total ttc pour les deux epoux car voulons le même avocat<br />","3"
"1483","separe de mon epouse depuis2006 pa d enfant pa de patrimoine en commun plus de nouvelle plu de contacte depui","3"
